GSM807842	GSM807843	GSM807844	GSM807845	GSM807846	GSM807847	GSM807848	GSM807849	GSM807850	GSM807851	GSM807852	GSM807853	GSM807854	GSM807855	GSM807856	GSM807857	GSM807858	GSM807859	GSM807860	GSM807861	GSM807862	GSM807863	GSM807864	GSM807865	GSM807866	GSM807867	GSM807868	GSM807869	GSM807870	GSM807871	GSM807872	GSM807873	GSM807874	GSM807875	GSM807876	GSM807877	GSM807878	GSM807879	GSM807880	GSM807881	GSM807882	GSM807883	GSM807884	GSM807885	GSM807886	GSM807887	GSM807888	GSM807889	GSM807890	GSM807891	GSM807892	GSM807893	GSM807894	GSM807895	GSM807896	GSM807897	GSM807898	GSM807899	GSM807900	GSM807901	GSM807902	GSM807903	GSM807904	GSM807905	GSM807906	GSM807907	GSM807908	GSM807909	GSM807910	GSM807911	GSM807912	GSM807913	GSM807914	GSM807915	GSM807916	GSM807917	GSM807918	GSM807919	GSM807920	GSM807921	GSM807922	GSM807923	GSM807924	GSM807925	GSM807926	GSM807927	GSM807928	GSM807929	GSM807930	GSM807931	GSM807932	GSM807933	GSM807934
55589	4.152329033	4.201716945	4.098922155	4.406365093	4.886874511	4.056632731	4.633134487	4.011718646	4.623048573	4.184433138	4.444178787	4.144089131	4.236899152	4.474209274	4.497315082	4.093987981	4.496484995	4.202969441	4.501499969	4.389893556	4.480437971	4.5014341	4.428987633	4.224621262	4.021453834	4.734429558	4.213730121	4.11701981	4.345588517	4.229753401	4.103632744	4.552383521	4.301313664	4.22302973	4.075310961	4.171281902	4.180745353	4.123151961	4.200436112	4.049637138	4.267004803	3.856786433	4.12340287	4.142683251	4.157365326	4.184398312	4.178104953	4.993577397	4.996337896	4.905744835	4.731454267	5.739420193	5.015789179	5.852604641	4.973060975	4.910283879	4.846781343	4.819374153	4.867917101	4.895311549	4.886478585	4.813819356	5.210360192	4.584043279	4.798697402	4.872163946	4.799574265	5.294431959	4.943373461	4.808955627	4.732174766	4.731873716	4.936086718	5.395465286	4.640473434	5.239173092	4.721136867	4.747118683	5.070535686	4.710930339	4.814451569	4.787908369	4.597878796	4.657785576	4.688246198	4.555503577	4.765137467	4.818981821	4.456324574	4.858317381	4.711861216	4.515775655	4.552451504
55592	4.029726202	4.153130122	4.369577778	4.291349498	4.127186219	4.266212603	3.935531232	4.115715041	4.07869628	4.349662813	4.296824101	4.002886195	4.287331859	3.97131272	4.043157773	4.355319848	3.960849486	4.171795835	4.180990934	3.896458697	4.081997168	3.834131194	4.265131658	4.062430208	4.12102469	4.059098608	4.101115381	4.176885719	4.141145104	4.247997359	4.303061449	3.905908072	4.116109443	4.226618148	4.304401399	4.101226475	4.29260578	4.368509988	4.166798155	4.438041437	4.296071895	4.154577821	4.148162874	4.207277251	4.696520712	4.952102707	4.708759941	4.464002003	4.412253478	4.497104915	4.594355624	4.452062286	4.267751285	4.387215907	4.6036681	4.401802293	4.487386332	4.388101813	4.487881898	4.627568773	4.496826632	4.629866985	4.664613738	4.55257358	4.422318074	4.393410962	4.417460276	4.511964293	4.430646298	5.061317828	4.526756705	4.32942043	4.693666939	4.45062112	4.729502257	4.420345725	4.438266149	4.520360535	4.335513854	4.641533828	4.646677455	4.55614426	4.836006097	4.753234666	4.64673051	4.590795202	4.568199382	4.487596685	4.554997026	4.691421833	4.597311824	4.608944189	4.718807229
55596	7.323224133	6.876178021	6.435373736	6.453061098	6.664449759	6.952429812	6.954848374	6.923342797	6.916677272	6.522243327	6.640042287	6.916094199	6.940832857	6.706733805	6.82391451	6.738470774	6.913169207	6.841635871	7.133976055	6.727616275	6.962800946	7.183345778	7.280395506	6.827643184	6.919458565	6.834347923	6.607100627	7.149766258	6.915014286	6.733630344	6.732034457	6.902807701	6.527818958	6.693327032	6.576718278	6.871978167	6.827695737	6.570824751	6.886864356	6.697502771	6.704165034	6.854482727	6.910819302	6.691365506	6.235843325	6.140850759	6.113320094	8.754984056	8.904703901	9.131253884	8.569516883	9.969752108	8.785113726	9.207563111	8.827816975	8.482986456	8.286272294	8.554106658	8.505463816	8.409156952	8.521364179	8.524188179	9.131864555	9.790465959	9.31008227	8.978465986	8.937613119	9.100757253	9.232436793	8.779227357	9.719428421	9.152758185	9.27465398	8.631010805	8.601970393	9.011274213	9.06646137	8.421236522	8.652845881	8.818503513	8.58081782	8.292996	8.302527845	8.520881913	8.483089087	7.956313816	8.475636233	8.869301599	8.8457272	8.724694483	8.501110604	8.221354119	8.328534267
55601	7.132548793	7.648453434	6.014997978	6.136743512	7.15848028	7.059758811	6.830856653	8.288041483	8.509406023	7.189159548	7.73839549	7.092379341	6.749957307	6.340680885	6.17689021	6.273158204	6.701489739	6.64664999	8.091031061	8.177452654	8.531384653	9.064425217	8.176751104	8.44956687	7.463884266	8.059376601	7.044762536	7.920059115	7.241966941	8.519070497	6.534328	7.434705939	5.530878158	5.798012845	5.526897684	5.709355244	5.896851964	5.470049616	5.775339765	5.946128601	5.990342417	5.77778884	5.739973076	5.731877919	5.581816719	5.57305608	5.655359688	10.15735586	9.952982622	9.034263874	9.934631883	9.907750225	9.621993537	8.383616183	9.580959517	9.187878211	8.872917205	8.914460473	9.181024992	8.94546763	8.283400556	7.787385809	9.033501731	9.72979553	8.464080658	9.36373254	9.290035413	9.710371122	9.804791153	8.64682789	9.892501099	9.364859331	9.335340848	9.293004079	9.550928269	8.946736113	9.750461396	9.948369739	8.934753545	8.082864687	8.110270211	7.238410324	7.658682941	7.652486866	8.337547239	8.502558573	8.080801172	8.885306236	8.417637047	8.551876353	9.430684036	8.236038563	8.207547071
55602	6.02570407	5.629238769	5.68069804	5.889898068	5.608290704	5.889818616	5.970490681	5.865901239	5.678571332	5.7122128	5.628950631	5.854372085	5.479489945	5.902512901	5.764779016	5.762808429	5.95538211	5.889976005	5.907364703	5.819253049	5.708412107	6.073443113	5.848105391	5.70637952	5.698791777	5.625260188	5.287579933	5.613123824	5.625290421	5.799145235	5.901648537	6.005506003	6.116658864	5.833023692	5.574354596	5.942540677	6.043525007	6.218586461	6.033137411	5.624640863	5.742179659	5.850195142	5.910541762	5.845919054	5.448165002	4.867430042	5.391420945	7.302229827	7.291789148	7.385148946	6.844139634	7.960284519	7.065533446	6.782706661	6.788479841	6.036118989	6.436590732	6.358097367	6.598710725	6.353470901	6.439034605	6.278821436	6.474000754	7.720863185	7.289368114	6.897520001	6.919260091	6.702692436	6.871476413	6.684134774	7.287544816	6.714801736	6.644898289	6.510972258	6.674622654	6.528997411	6.903806908	7.034186066	6.298528008	7.1200315	6.71712831	6.76401909	6.432008517	6.751519593	6.735815488	6.748159724	6.588306793	6.410886128	6.706164211	6.929061396	7.177104491	6.654682867	6.684952889
55603	6.547064352	7.045754493	6.422280283	6.824807842	7.084174133	6.661793363	6.778498888	6.922855784	7.191058871	6.513580763	6.670687577	6.691284179	6.638157801	6.388094887	6.134477213	6.540110938	6.408709949	6.690797875	6.908885666	8.406564562	6.704242868	6.885344954	6.830718636	6.626273753	6.433039787	6.843551183	6.328697885	6.906107976	6.605229673	6.794391895	6.790457472	6.610314135	6.211836374	6.310192569	6.068202693	6.248945438	6.387355635	6.380963134	6.573051915	6.42688385	6.117956268	6.675391194	6.491080639	6.495830822	6.243028439	6.308558146	6.20551846	8.132461967	8.187413429	8.146501611	7.493550323	7.125905477	7.521083978	7.931125075	9.000435324	8.139248011	8.03373862	7.64280672	7.722072907	7.536062721	6.777918651	7.775220564	7.036179095	6.973440475	8.893599394	8.436634502	8.745499282	8.767453465	9.097477619	8.737359112	8.703240941	8.525212992	8.281392006	7.609045529	7.847268089	7.485059024	8.144629545	7.696914586	8.035003467	7.193402469	7.462105448	7.943624303	6.97654151	7.23487739	8.259977409	7.483475239	8.431244912	8.636373992	7.64280672	8.446674383	7.740657284	7.83126378	7.627170038
55604	8.335966454	7.50944106	7.473238032	7.261871249	7.760710806	7.784105427	8.200276415	8.359884581	8.227333856	7.647457561	7.629714856	7.791143623	7.348281716	8.08545366	8.348688069	7.448041162	8.288121353	8.425502675	8.025064251	8.023132867	8.341471982	7.868221834	7.715479973	7.82712305	7.72231665	8.055443842	7.719921922	8.21369022	8.271325012	7.80691771	8.120058047	8.414862852	6.591008114	7.264909605	7.305242711	7.852193481	7.475104502	7.446469283	7.653711831	7.247876011	7.783909656	7.845561624	7.622363414	7.702575845	7.904522658	7.252564113	8.17182342	6.012718426	6.014159941	6.039021115	6.185061816	6.889781486	6.148241092	6.429270765	6.203438344	6.045946301	6.244763854	6.124954584	6.265926229	6.078386065	6.265926229	7.072963723	6.164904426	7.477174226	6.676931487	6.239296983	6.133621866	5.99785153	5.941669932	6.731752587	5.833787242	5.976534758	6.036160245	5.90087823	6.02523834	6.907027589	5.764970207	6.207257103	5.93198838	6.092142691	5.983346657	6.399087997	5.756523516	6.269431552	6.090861334	6.221157198	5.99867315	6.339627333	6.571234449	5.865589391	5.936763922	6.589432289	5.850997095
55607	5.023011945	4.84814845	4.839316731	4.943614373	4.9915527	4.991508945	5.10461226	5.269945249	5.304876937	5.090998112	5.079239069	4.932175052	5.078203302	4.996474272	5.106709306	4.974758086	4.934576779	4.842742364	5.013631501	4.751432506	4.995370155	4.977385607	4.902993436	5.122191383	5.220413001	5.098776902	4.852925648	5.061126614	4.959821772	4.962305816	4.719871896	5.013738405	4.707492825	4.664009269	4.897969542	4.824204448	4.753548478	5.035564319	4.766070047	4.752095224	4.949132464	4.763590355	4.882325504	4.912736606	5.004426436	4.888587313	5.293569749	5.347736661	5.203048608	5.164681127	5.149714221	4.848940493	5.000777318	5.684801451	5.25145318	4.945695893	5.696991741	5.095981174	5.468979386	5.293015434	4.972764678	5.500249533	5.893702759	4.99779622	5.008354764	5.217019563	5.967989452	5.693804035	4.918033414	5.226738609	5.128585743	5.354035199	4.996712915	5.249080814	5.375114392	4.901935446	4.726645076	5.373322714	5.226738609	5.180488736	5.781665976	5.031082172	5.268881351	5.531038301	5.296797684	5.230209112	5.260038255	5.049819865	5.19966052	5.163518943	5.074230957	5.199972393	5.403945683
55608	7.806769842	7.712640977	7.7101922	7.500869157	7.838438611	7.862441953	7.611380203	7.988113268	7.981493285	7.874857046	7.812173725	7.70284009	7.945420379	7.549693945	7.818034323	7.669984288	7.663552721	7.589246205	7.800338575	7.71778573	7.645821159	7.567141468	8.240514079	7.710667713	7.419518831	7.746513486	7.54145011	7.531484074	7.660261541	7.794761055	7.847048263	7.85781334	7.805805998	7.767119127	7.572308772	8.180050923	7.93437819	7.610220237	8.113431252	7.776899484	7.649064069	8.115969316	8.145530082	7.95914042	8.112778737	7.478897139	7.721288363	9.374877123	9.279641867	8.559479259	8.879062463	8.999770316	8.831262803	8.769208646	8.579448085	8.518392886	8.767340064	8.820133439	8.783195183	8.733524774	8.951313385	8.994765412	8.804909085	8.59969431	8.941954814	8.165338301	8.308121026	8.345046248	8.733915236	8.331215433	7.833909438	7.829534117	8.305130648	8.759882657	8.671774689	8.981621399	8.741863083	9.050885641	8.764723392	9.177994799	8.754569289	8.553015016	8.556568106	8.578415756	8.858967018	9.130938424	8.932083886	8.921698465	9.254805716	9.261312171	9.556792325	9.166740703	8.958146517
55611	6.827066086	6.849434834	6.938194181	7.112486156	6.90617953	7.12330625	7.073572069	7.045371566	7.027244429	7.07995419	7.136199511	7.052583506	6.955515964	7.03572186	7.094582747	7.044466433	7.180479554	7.186850231	6.925696792	6.744524916	7.162120572	7.019449269	7.005945284	6.947671062	7.162818769	6.958728662	7.106088448	7.098474706	7.222667769	7.095210969	7.267512349	7.354152608	7.171381979	7.275073677	7.334654652	7.32927213	7.167171719	7.23456505	7.123486448	7.352846296	7.433741959	7.078313791	7.228912851	7.152370982	7.425487145	7.605941246	7.355873011	8.195641656	8.048148658	8.264594753	8.311633679	7.661392461	8.352870533	8.110235203	8.39393437	8.126036303	8.287486199	8.423538886	8.277333697	8.321658306	8.377555246	8.350535608	8.606474767	8.181735337	7.942031427	7.860151485	8.329710517	8.20152297	8.169788399	8.575768748	8.196310504	8.299655555	8.309981746	8.363495158	8.41108201	8.375156233	8.195035984	8.329740024	8.327901123	8.303608827	8.680998339	8.456933024	8.673652201	8.498519882	8.236066909	8.396924368	8.311541366	8.434267478	8.409973114	8.418738476	8.459434396	8.436305447	8.327382676
55612	6.087840503	6.882484645	6.204222998	6.287631301	6.61142446	7.195117594	6.220865556	7.10378458	6.571509093	6.972014338	6.567676279	7.0348383	6.866472336	7.628914433	6.752587226	6.941599615	7.645520684	6.466184159	7.068969214	6.205131386	6.441553443	6.60412637	6.539705057	6.921630625	6.569051033	6.346440039	6.466453219	5.968086576	5.981511327	6.250067959	6.691996457	7.561232637	6.197001307	6.515497589	6.020370583	7.163972327	6.335194848	6.336610641	6.790544811	6.574660059	6.327390724	6.560051696	6.367457782	6.424125572	6.374909034	6.094472002	6.205625585	4.977015824	5.342392226	5.140376183	5.232662655	5.123858226	5.15813471	5.218060167	5.157264192	5.14706738	5.620980007	5.368434179	5.196031206	5.275715344	5.425631343	5.441802125	5.107583916	6.273332259	5.515748712	5.606803901	5.236217827	5.267995224	5.175104358	5.754991352	5.193984966	5.314373635	5.179765126	5.09510768	5.107057825	5.251284181	4.981520939	5.196604892	5.152182407	5.351248971	5.132574904	5.419807017	5.228345439	5.254997342	5.373603036	5.367274358	5.558077866	5.420981913	5.483163948	5.20600566	5.357205924	5.258510142	5.292724855
55613	4.047161674	4.104620748	4.15880835	4.405546953	4.075661727	4.096393158	4.103478849	4.208289366	3.984406594	4.083362149	4.253862937	4.148749678	4.170413877	4.204831581	4.109424334	4.430880232	4.100407432	4.193453086	3.91921735	3.923346201	4.143671456	3.990192536	4.17839096	4.262902101	4.16656421	4.091850441	4.133212792	4.251007919	4.188878793	4.093787713	4.163698414	3.894179462	4.167309596	4.379241131	4.552950906	3.999645823	4.162355046	4.300600545	4.107402412	4.329721669	4.157402033	4.226035217	4.393498217	4.228705363	4.374453634	4.475093915	4.593253762	4.66335818	4.581510111	4.85924215	4.692184717	4.612135032	4.652765081	4.580594394	4.796919522	4.649921742	4.755490776	4.967867407	4.581216355	4.649996445	4.889310638	4.774552352	4.882018479	5.116665003	4.596466764	4.794913219	4.916651156	4.790972186	4.908454178	4.865891364	4.743515227	4.889085133	4.665786875	4.595865238	4.834172005	4.858308697	4.665354688	4.562111082	4.606073493	4.819071141	4.734375872	4.895298812	4.769507168	4.937365119	4.917589472	4.695843003	4.804376628	4.756438186	4.84961713	4.776392378	4.931000983	4.80586685	4.896915186
55614	6.160322892	5.55483756	5.327610585	5.563030721	5.544295244	5.563367396	5.446329841	6.42970339	5.816352288	5.523318937	5.675220015	5.637454466	5.52330289	5.698327556	5.529261258	5.29841516	5.669387977	5.136668758	5.897019466	5.779786695	5.577329734	5.77738147	5.441465969	5.530932386	5.521322894	5.625723988	5.664158011	5.353865579	5.686821278	5.686914902	5.370392379	5.698994849	5.341483792	5.477699323	6.103748026	5.666677255	5.555392776	5.800229651	5.527902558	5.558510519	5.817603203	5.299411972	5.3315499	5.278755596	5.315277135	5.32632008	5.298210646	5.948895634	5.912650757	6.366027666	6.494391615	6.891276229	6.266205682	6.100457798	6.166505514	6.03757423	6.087554096	5.735927419	6.52932326	6.089265927	6.316411942	5.975539886	6.58385484	6.811300452	6.428604678	6.38243085	6.532488505	6.346579798	6.457180346	5.713144874	6.79256591	6.271372395	6.365353761	6.2768332	5.83378996	6.099066625	6.304576332	6.058045133	6.039388307	6.056979525	6.321885437	6.054321024	6.478818866	6.541410128	6.553979347	6.453788089	6.261408655	6.168417473	6.393941761	6.985697219	6.517157855	6.172976221	6.261464827
55615	6.22606579	6.151509825	6.048936274	6.285779503	6.348963695	6.460734601	5.930910013	6.204251562	5.944363937	6.418888584	5.913518281	5.958567095	5.851963012	5.994559452	6.176865478	6.385089838	6.048764057	5.925966148	6.294121735	5.862100811	6.198644078	6.157287766	6.307175383	6.224984148	6.203079492	5.978146375	6.432074798	6.079475982	6.336614856	6.226264135	6.188192036	6.208111587	6.271033788	6.454183809	5.869048446	6.380776562	6.472911898	6.537835579	6.297804915	6.485808368	6.331607593	5.974405619	6.116684868	5.938674196	6.353004566	6.233100112	6.141589311	5.700095429	5.630804615	5.359533687	5.858828956	5.260611146	6.000385173	6.249871547	6.008108167	5.779728804	6.234950792	6.097008948	6.029119518	5.896253935	5.954556142	6.453555286	6.250679554	5.657295286	5.55512552	5.400290051	5.560914435	5.793205095	5.459424901	6.310737799	5.65409112	5.830737852	5.532564821	5.889776545	6.245462622	6.190606924	5.831411231	5.863589162	6.023330524	6.08628797	6.074202344	5.765642269	5.868339883	6.383400613	6.158496381	6.234099909	6.124668622	6.18108539	6.089325332	5.851915683	6.031724879	6.009702896	6.017509107
55616	6.351924637	6.659857338	6.572766609	6.476561323	6.359552247	6.596656294	6.143930915	6.535177946	6.389736205	6.558921201	6.52387151	6.5276318	6.554660416	6.341302403	6.548094431	6.688701777	6.43507736	6.423368776	6.482472846	6.150412585	6.509176342	6.346991823	6.593791625	6.518690309	6.665073686	6.543931965	6.415152577	6.248311182	6.455589217	6.564862944	6.363540503	6.507182704	6.553963724	6.570052965	6.767895667	6.413319364	6.487428842	6.528429633	6.36938518	6.795515288	6.591917767	6.521988433	6.761073501	6.625268714	6.809375151	6.524796635	6.594332696	6.659302846	6.610235095	6.516882772	6.682064914	6.287898311	6.794224097	6.543670387	6.696752399	6.767467138	6.801063722	6.849202841	6.834177344	6.717466154	6.87215911	6.788298051	7.431789006	6.524993651	6.603291861	6.567014459	6.648985685	6.914964894	6.604934171	6.875790073	6.640510054	7.237460919	6.66415856	6.577298228	6.734841723	6.680980294	6.682200625	6.656115029	6.608506971	6.932462343	7.161213339	6.916829141	6.943053894	6.948185477	6.876137069	6.809875059	7.00018264	6.775235754	6.990709306	6.911321341	6.948538386	7.1181966	6.842502648
55617	6.367212861	6.382503932	6.013501933	6.088841399	6.338789085	6.171023417	6.275787749	6.199191957	6.45616857	6.38052065	6.40129555	6.255171146	6.194722578	6.195096322	6.169555393	6.292334816	6.265194192	6.269700452	6.480618649	6.401706699	6.255242134	6.562211954	6.555033806	6.237915732	6.400465085	6.378357221	6.10981484	6.213328938	6.436022604	6.213590206	6.153761476	6.399692438	6.07129699	6.015633436	6.202350745	6.218402404	6.202912381	6.315389509	6.374913787	6.158735622	6.348789182	5.989138297	6.39075809	6.221486547	6.297669372	5.870855116	6.088432798	8.742808328	8.227405442	8.303939993	7.997034365	9.14129385	8.643938536	8.132621151	8.196545802	7.606944307	7.871075871	7.757732619	7.952474707	8.029261736	8.131380268	7.827607302	7.918985037	8.528887615	8.238723606	8.442800697	8.239125184	8.392537955	7.677190115	8.099786821	8.603071258	8.625001214	8.185719971	8.060560848	8.269144729	7.891998266	8.044700947	8.16945224	7.848318945	8.0698194	8.364688224	8.119060682	8.496604735	8.197277598	8.025875165	8.456850718	7.960290678	8.368122296	8.498041209	8.377577116	8.726935264	8.264308762	8.16298045
55619	3.884092143	3.971094456	3.936021333	3.863351297	4.068881508	4.171791321	4.499515835	3.93358079	4.212778499	3.948208377	3.9812989	4.013229379	4.274639974	3.77991809	3.985561986	4.060628984	3.971920923	4.110948691	3.910500617	4.39322081	4.51718514	3.976892628	3.752841149	3.934030552	3.938484571	4.110816913	3.906784402	3.983434826	4.2656929	3.955003925	3.950694941	3.86043995	3.981953145	4.047600441	4.030142911	3.848138342	3.881754609	3.928800077	3.84014073	3.83783221	3.854493895	4.044983494	3.991085453	3.925520336	4.044642361	3.981383824	3.952323731	6.095272126	6.48324051	6.059772952	5.963311623	7.798131363	6.008606018	7.478751254	6.737724879	6.560861407	5.333688228	5.769208744	5.211919001	5.435161733	5.937924149	5.206421259	4.556074672	6.535507357	6.393846758	5.922214614	5.102680992	5.494039437	7.164745977	5.389619347	6.220445959	5.626607416	5.166343676	8.078374138	5.717065934	8.002960262	6.057047555	6.12496527	6.421678765	4.970559155	4.466244921	4.835364392	4.67869396	4.714945178	5.15757792	4.740485481	5.29895632	4.9067792	5.056370013	5.094650594	5.183325458	4.826212706	4.98766395
5562	5.039297022	4.757464032	4.385324362	4.89531369	4.625215377	4.376614132	4.694018265	4.640951499	4.75098374	4.549161165	4.862291159	4.915488049	4.476974808	4.88869775	4.679672036	4.542733221	4.963354645	4.860684218	4.950055972	4.71059797	4.860047366	5.058982526	4.53865047	4.63010968	4.698391196	5.162486959	4.693554281	4.922507629	5.037816308	5.017893176	5.167272893	4.999585138	5.059751225	5.067248115	5.247049722	4.960440889	4.903213146	4.600286208	5.133817529	4.537251034	4.834471276	4.839903258	4.773427292	4.606742415	4.395449582	4.61280864	4.87603147	5.58325277	5.361257948	5.058800246	5.288589412	5.858596588	5.282856134	5.38777488	5.75838663	5.611464495	5.463714089	5.453004478	5.52342156	5.609616157	5.200339564	5.120023896	4.953531545	5.105839913	5.053622805	5.387765193	5.213454993	5.349393026	5.311088421	5.000303936	5.528423889	5.573178446	4.917834082	5.540258844	5.38133844	5.076267305	5.484546699	5.531964223	5.223897332	5.093275808	5.080150715	5.459379429	5.288589412	5.222227577	5.288589412	5.13075433	5.450844269	5.295122017	4.995278663	5.308626778	5.616897169	5.150945408	5.507746308
55620	6.963263191	6.894373558	6.979256576	7.262481078	7.113016029	6.76224816	7.203364481	7.335797953	7.541183065	7.392564395	7.494666944	7.288751969	6.995411791	7.146355312	7.445865212	6.926629731	6.864867336	6.61504916	7.695593949	6.133106176	7.64572641	7.209158869	7.75142161	7.207771032	7.162126751	7.614390877	7.192097027	6.52402745	7.425333106	7.706701263	7.074515841	6.946404452	6.604800354	6.640828789	7.398016135	6.830068644	6.751628321	6.531679348	7.133752144	7.014087144	7.078840761	6.735098588	6.74201556	6.476914282	6.966221549	6.816351542	6.872634055	7.206248799	7.212003595	6.443924539	7.238397391	6.242494901	7.344848103	7.831819635	7.603324855	7.952889304	7.865645822	7.903644976	7.9133887	7.647653424	7.887930306	8.201500882	7.366523833	6.403009444	6.165348047	6.626530696	6.649038321	7.843748563	6.176978471	7.939295874	7.495896186	7.966711083	7.728228557	7.277337936	6.964811235	7.677852895	7.458355327	7.486118495	7.23719982	7.18851088	7.364667939	7.803821431	7.747467929	7.58959055	6.998732648	7.497816779	7.311702524	7.386810539	7.31988249	7.327235765	7.467905538	7.743708515	7.623405645
55621	5.109866111	5.082964935	5.17587428	5.158189068	5.429401446	5.052551819	5.335642505	5.098530641	5.112123323	5.160175965	5.327019702	4.907125293	5.01312286	5.04185308	5.296178067	5.156309568	5.096908348	5.052052102	4.894954763	5.193220639	5.265100423	5.220093487	5.231211991	4.903778028	5.181238023	5.021147296	5.091239931	5.091294241	5.218130085	5.110536639	5.075137479	5.224483359	5.134752319	5.099174907	5.176623856	5.074182874	5.085642807	5.033756201	5.022460696	5.43421184	5.389244641	5.159058092	5.101398775	5.122546768	4.963729654	5.18726314	5.103636067	7.311735828	6.804363432	5.799493604	6.827050341	5.504931117	7.161942194	7.373560923	6.93943314	7.221131516	6.841024744	7.506836625	7.009367866	7.231762324	7.077287442	7.008882157	7.128743698	5.6548928	6.127640525	6.001888407	6.490577553	7.126582421	5.91125618	6.535733804	6.789176918	7.08382602	7.160281004	7.140084406	7.049937528	6.806374688	7.069565999	7.131233005	7.015809532	6.533937836	6.800336432	7.263802024	7.493336369	6.938979964	6.957095985	7.068683193	6.650378907	6.667454543	6.984946617	6.835724867	7.159511242	6.980585601	7.236101011
55622	7.018069278	7.033217802	6.928652255	7.072455872	7.063650739	6.95844007	6.995901199	6.843446423	7.153083753	6.771772579	7.046679468	6.861576525	6.579603888	6.768231148	6.344395881	6.727056311	7.034584904	6.861338546	7.141418048	6.931576132	6.967025395	6.966708085	7.028701329	7.083338285	7.01990803	6.50412658	6.6537779	6.720426978	6.375961273	6.557542828	7.388320786	7.090981421	6.490988515	6.56503764	6.34402476	6.990844248	6.881881745	7.036137906	6.679986559	6.821972706	6.365569758	6.781986653	6.600641507	6.713192052	6.583082406	6.809617534	6.302042371	8.243905754	8.000885805	7.882857285	8.025127194	8.181673056	8.327184892	8.251316681	8.495380363	8.421634008	7.423522141	7.891281945	7.824310803	8.070722352	8.07377201	7.880514167	7.984223858	8.060929137	8.390512232	8.005330886	8.303024601	8.485293026	8.592084262	7.833667247	8.210205431	8.231540506	7.927439811	8.437515166	7.978997275	7.726618584	7.932561127	7.641101006	7.757805938	7.293817764	8.005665521	7.853542336	7.669925438	7.873877089	7.455968575	7.527192061	7.841967932	8.015081201	8.168435162	7.854723933	8.12142556	7.793104048	7.877456043
55623	7.950371136	7.761061973	7.543280574	7.799435003	7.869633749	7.718528701	7.60048189	7.891453645	8.252676551	7.389364497	7.582084263	7.771731717	7.565443558	7.837666523	7.36364771	7.377357351	7.855115877	7.618777801	7.618012583	7.785811269	7.539117528	7.670749103	7.500761762	7.886236587	7.612034761	7.671453783	7.030106729	7.765129135	7.516051866	7.50496255	7.640786137	7.666777649	6.888933765	7.44995045	6.752362402	7.2002176	7.326951711	7.235360626	7.452076344	6.978829832	7.296170742	7.909218366	7.849491896	7.182404682	7.637411942	6.911416875	7.329329651	7.70407771	7.901781066	8.232589415	7.617456886	8.301147149	7.453668826	8.270363446	7.835508167	7.694618539	7.572124328	7.528032924	7.495929009	7.701072129	7.452530857	7.351763772	7.731801228	8.520047851	8.404189787	8.018619722	8.161814961	7.902043096	7.882975402	7.703293358	8.240476576	7.951458109	7.912575756	7.655334583	7.511592103	7.714910958	7.713401451	7.693252256	7.519182734	7.172381991	7.708450587	7.019388503	7.115071852	7.398278787	7.5773769	7.410429631	7.368394722	7.341753624	7.538632121	7.406604365	7.57645427	7.38124875	7.341319537
55624	4.884164288	5.062582303	4.946290243	5.067696678	4.873332279	4.950356888	4.555931033	4.775614128	4.789908906	5.213433474	4.911307232	4.986336154	5.2005467	5.19952456	4.833538049	5.156614211	5.347458723	5.105219745	4.852417377	4.784777913	4.635015576	4.87647015	4.95835294	5.036538744	4.732228744	4.829750944	4.921238374	4.747799712	4.755024631	4.613577822	4.96297363	5.03724549	5.198606801	5.160314136	4.876643968	5.203271894	5.192465475	5.236997365	5.431894029	5.381136341	5.065941842	5.252915059	5.088353989	5.071535999	5.020001187	4.835110221	5.297125604	6.480668565	6.454646479	5.633489689	6.437932313	5.367980289	6.435206941	5.722915544	6.087318504	6.091209231	6.192679759	6.239843194	6.455953225	6.230434423	6.461934374	6.372095538	7.090988546	5.804607299	5.831973187	5.51789279	5.964076212	6.024639425	5.708660117	5.777941284	6.103167623	6.290325614	5.99248659	6.237439548	6.271773789	5.495666714	6.217413644	6.587954021	6.351993387	6.470177076	6.403703819	6.442741986	6.565984182	6.383937575	6.461453735	6.249568126	6.568037649	6.412390017	6.433562307	6.602281552	6.610013517	6.347732133	6.36769214
