GSM807842	GSM807843	GSM807844	GSM807845	GSM807846	GSM807847	GSM807848	GSM807849	GSM807850	GSM807851	GSM807852	GSM807853	GSM807854	GSM807855	GSM807856	GSM807857	GSM807858	GSM807859	GSM807860	GSM807861	GSM807862	GSM807863	GSM807864	GSM807865	GSM807866	GSM807867	GSM807868	GSM807869	GSM807870	GSM807871	GSM807872	GSM807873	GSM807874	GSM807875	GSM807876	GSM807877	GSM807878	GSM807879	GSM807880	GSM807881	GSM807882	GSM807883	GSM807884	GSM807885	GSM807886	GSM807887	GSM807888	GSM807889	GSM807890	GSM807891	GSM807892	GSM807893	GSM807894	GSM807895	GSM807896	GSM807897	GSM807898	GSM807899	GSM807900	GSM807901	GSM807902	GSM807903	GSM807904	GSM807905	GSM807906	GSM807907	GSM807908	GSM807909	GSM807910	GSM807911	GSM807912	GSM807913	GSM807914	GSM807915	GSM807916	GSM807917	GSM807918	GSM807919	GSM807920	GSM807921	GSM807922	GSM807923	GSM807924	GSM807925	GSM807926	GSM807927	GSM807928	GSM807929	GSM807930	GSM807931	GSM807932	GSM807933	GSM807934
1944	6.190504927	6.111514137	6.288317938	5.986057112	5.982176786	6.066693653	5.766342251	6.170548085	5.775256377	6.251340851	6.153121888	5.729935459	6.219680312	6.033947387	5.980446653	6.484077913	5.974575846	6.219676582	5.958781613	5.926270112	6.035078612	5.792719361	6.269436734	6.13957768	6.152410354	5.87946765	6.120949393	6.069600585	5.925832859	5.784094688	6.070390838	5.91738167	6.258654932	6.191677213	6.496110911	6.083559774	6.227322447	6.344621331	5.926683743	6.452481116	6.234219237	6.391145156	6.359352476	6.476392674	6.193544205	6.766849144	6.247388509	6.311097104	5.920113644	6.58713702	6.294637923	6.43847129	6.268010178	5.980679318	6.114744938	6.518080817	6.391414802	6.153837357	6.400495099	6.226753204	6.111863591	6.572364402	6.430809409	6.579124143	6.398995967	6.350437219	6.270225775	6.104882307	6.340236008	6.955662758	6.175347997	6.400495099	6.273743132	6.112150548	6.391196562	6.418456341	6.173815906	6.203376361	6.244114624	6.487204311	6.612619975	6.373653871	6.799448266	6.430818308	6.786304385	6.396164559	6.256216151	6.510584529	6.460352393	6.332490599	6.399802486	6.495933349	6.500933186
1945	5.103107012	5.018571748	5.16941985	4.926254106	5.028820321	5.082283297	5.371083914	5.281529231	5.45222154	5.074517799	5.562957574	5.583572705	5.206908945	5.270176662	5.051546971	5.177773165	5.065698544	5.113512265	5.064769919	5.017217003	5.304974055	5.475203931	5.444273469	4.900235651	5.063312788	5.431470657	5.107206191	5.38930121	5.385264871	4.810616181	5.044016508	5.216386017	4.836559981	4.948809257	5.196111388	4.997942862	5.035754531	5.143884145	4.979804892	4.60971253	4.83940601	5.096951786	5.084142883	4.870093011	5.137764379	5.287821442	4.890195202	6.174643032	5.259922539	5.966518198	5.677952371	6.299119235	6.102001386	6.075129563	6.039698205	5.786108894	6.160065544	5.733055656	5.711855143	5.973737243	5.694441145	5.794397348	5.729278836	6.470488592	6.410064184	5.737362123	5.904832491	5.931561121	6.191844645	6.221781261	6.048414337	6.06580087	5.476023646	6.096412213	5.90663592	6.114568865	5.68245404	5.681859238	5.848010493	5.130002064	6.16642585	6.220870039	6.406242717	6.226396482	5.867501316	5.999097953	5.641875722	5.698243944	6.177687012	5.726143292	6.024174793	6.19817152	5.942290973
1946	4.496554829	4.277488706	4.311656249	4.334429106	4.44297149	4.501202751	4.227320527	4.407438916	4.286757581	4.520658105	4.380557385	4.324986963	4.425223324	4.332381116	4.50059602	4.623552485	4.415253569	4.498528709	4.152249323	4.219136172	4.236900164	4.268566735	4.543882529	4.426551624	4.438897014	4.368787179	4.432258413	4.446218214	4.215349331	4.201843827	4.382131934	4.205259299	4.404236805	4.485769939	4.939931383	4.503881543	4.110798771	4.475070107	4.280926413	4.512660136	4.433858972	4.367427267	4.599390797	4.564140464	4.934412558	4.652277093	4.778251976	5.100228687	5.136392733	5.180520475	5.245125526	5.051652743	5.239133929	4.967492624	5.118666125	4.962001338	4.97280389	5.157170177	5.110474849	5.114559371	5.190121703	5.023150807	5.171306072	5.478106155	5.087874674	5.125521523	5.030147021	5.03821128	4.983301492	5.182626314	5.022383453	5.328161168	5.141796776	5.178690567	5.241523032	5.138239014	5.065994126	5.11510386	5.107281475	5.171245029	5.258259442	5.363371947	5.172778157	5.15401041	5.374308614	5.114497211	5.043971927	5.089847563	5.192144472	4.940583905	5.251107253	5.446355306	5.148538945
1947	4.97776972	5.162976606	5.600389944	5.19812084	4.952657688	5.146678712	5.000187828	5.06127141	5.604233417	5.399683925	5.538044003	5.356264166	5.573200594	5.402223463	5.161067258	5.671767313	5.269765241	5.676379071	5.062677725	5.205927891	5.249416054	4.972088909	5.233468344	5.242097466	5.536980689	5.082816285	5.427830596	5.450628621	5.162957626	5.241963052	5.378618648	4.868385948	5.607100422	5.345917839	5.204891551	5.233928508	5.24688132	5.843196973	5.258176318	5.583375487	5.366965451	5.211967269	5.485426921	5.337793831	5.797779512	6.16036726	6.099852434	6.854482428	6.715449617	6.808852913	7.352034795	5.856485827	6.97642874	6.276500258	6.78198622	7.053278017	7.051512679	7.251340678	7.217671894	7.012156581	7.202114126	6.774061782	7.601748488	6.180974754	6.482852628	6.497061423	6.394961268	6.816393401	6.275946754	6.812498433	6.907961382	6.41581289	6.718524748	7.209751821	6.897976387	6.322798535	6.864469072	7.28774008	6.861294969	6.852364334	7.004728488	6.794601333	7.492486619	7.02499834	6.849860063	6.90010564	7.063317256	6.804847774	6.437959157	6.820656325	6.230079538	6.611527419	6.391255972
1948	5.770036894	6.081542262	5.862041523	6.495985244	5.329886467	5.898452441	6.194877384	5.718574594	6.066252755	5.493755782	5.911836465	5.560555258	6.149196964	5.254544131	5.668135089	5.424134803	5.569560559	5.772244757	5.891164207	6.723137492	6.356629729	5.794150268	5.619434058	6.085996154	6.617668577	5.738744644	6.049334195	5.89785163	6.137599524	5.894687224	5.180001997	5.522387374	5.501975913	5.119188994	5.965269151	5.522495958	5.696595832	5.806160821	5.495036143	5.566364879	5.293298366	5.029302206	5.071752011	5.916933478	5.546945349	5.010360523	5.268688146	9.886874421	9.865055743	8.78812386	9.912442173	8.046741936	9.66436305	8.754548257	9.688706455	8.563121512	9.540270451	8.862287096	9.450578521	8.653014813	8.89266552	9.56364077	8.705003269	7.462901445	7.979660001	8.563305463	8.805257442	9.443076749	8.329694447	6.995486254	9.087351297	9.879835609	8.600951219	8.407045108	8.956404715	8.434820841	9.662625609	9.081613162	9.526472704	8.732356732	9.505844924	8.779285265	9.497726527	9.210084905	9.377637202	9.341762342	9.399539259	8.51966937	8.578168161	9.083001884	8.753416855	8.538121529	8.999339325
1949	5.245478253	5.310062028	5.431678254	5.276240829	5.261627666	5.383871803	5.16338489	5.662740405	5.38757228	5.2493195	5.468143748	5.411542079	5.55752178	5.287081138	5.598836171	5.698288875	5.230082775	5.448417358	5.189812011	5.151456075	5.239379044	5.151517989	5.419266664	5.439712899	5.385552247	5.3460368	5.360663621	5.597242127	5.542582701	5.425806282	5.332728845	5.097590164	5.524957685	5.5342798	6.004834842	5.133540482	5.230992127	5.632044377	5.242254529	5.570739193	5.352487134	5.531827468	5.553260109	5.48120327	5.655346372	5.900095298	5.770817212	6.674493163	6.837877408	6.920347764	6.796220705	6.945930824	6.850396816	6.771000197	6.652066739	6.769298715	6.880934747	7.212327035	6.822928687	6.669832146	6.910062204	6.857539248	6.777463646	7.43125027	6.660714259	6.915175495	6.974913643	6.802503835	6.818071701	7.061675374	7.01487344	6.977493355	6.97782204	6.839230605	6.880747784	7.022953905	6.739413453	6.638477053	6.740319057	6.805369848	6.828113286	7.054184516	6.842357619	6.809963419	7.069779638	6.977218074	6.917571165	7.001084482	6.808352408	6.867145015	6.88650197	6.974535994	6.726273124
1950	9.720795592	7.170987959	8.183972513	7.562741538	6.209754545	7.914027787	5.159302286	8.299299474	6.624089468	7.002203041	5.506748717	7.880730745	8.151041705	6.836846592	6.233694192	8.185191393	6.933359191	6.084797854	7.121072028	4.918211113	5.291433316	6.303226928	6.270688543	8.282638411	8.308317898	5.296363167	7.49701204	9.72589092	6.727934509	7.126321099	9.47188933	7.036090403	8.582489728	8.357091152	5.772341384	8.729253568	8.530058788	7.83542809	8.075443023	7.655671461	7.369476849	8.185292551	7.769390177	7.729003823	7.798610649	7.43820645	7.245614864	6.348203942	6.609481117	6.584570259	7.372358201	6.700247735	6.156625853	5.092896567	5.220590153	5.57675877	5.828315451	5.418861436	6.053885661	6.943189465	6.396822685	5.675018887	8.2664313	7.01624979	6.006072916	6.408036538	6.223192688	5.841387349	6.250225801	5.947773521	6.139123957	6.087018562	6.016724559	5.780068034	6.834621886	6.574685862	7.533097269	6.630469414	5.311472107	8.970629768	6.807533876	5.261811793	6.958625543	7.722225442	8.494405939	7.689130812	6.938054754	6.915878083	6.811216745	7.211471329	6.294398937	6.39309199	6.769865197
1951	4.876122783	4.983529029	5.177091053	4.874234433	5.100002567	5.095507578	4.833321667	4.973052303	4.890449922	5.068032554	5.145407462	4.991587102	5.136222523	4.984667509	4.943064702	5.397120133	4.963656318	5.057839746	4.845756435	4.848986989	4.933101944	4.868740354	5.081405258	5.123268933	5.124644839	4.852387126	5.110888886	5.011298215	4.918759287	5.087396749	5.198228513	4.845217179	5.2409896	5.260074178	5.172842211	5.005947655	5.093858962	5.233561873	5.011548211	5.383491143	5.062440564	5.199603964	5.026306972	5.189968027	5.464901033	5.563023393	5.442612059	5.302124413	5.457851683	5.562240108	5.388623668	5.407853306	5.318306957	5.438153312	5.461081899	5.49209715	5.673161598	5.679301655	5.476410679	5.368448193	5.571242298	5.435472661	5.673612882	5.677929335	5.484136819	5.65334033	5.585077822	5.424002658	5.670875322	5.803545651	5.562330115	5.541496733	5.526821563	5.374930231	5.613125995	5.567109323	5.404902036	5.416423479	5.492374855	5.749367685	5.528126464	5.728583924	5.722061239	5.565031811	5.87557687	5.544687027	5.636106228	5.716434554	5.558844881	5.661665864	5.556119671	5.803385114	5.621395741
1952	5.33620654	5.1129734	5.194239361	5.215589717	5.060502436	5.389947308	5.447555076	5.451865683	5.35437072	5.440910574	5.257178198	5.524255559	5.507370755	5.162918595	5.20573459	5.149892769	5.286867454	5.376250024	5.414530044	5.467052923	5.400304584	5.530814197	5.051691605	5.379645338	5.424397018	5.39212648	5.296238701	5.775307981	5.424165094	5.319174609	5.424465142	5.420269869	5.134732375	5.195301715	5.503915973	5.230568267	5.333373122	5.402443825	5.309191904	5.188499517	5.553266259	5.435430747	5.43358985	5.424221362	5.534076565	5.361848289	5.488754879	7.963825755	7.67938396	8.072998797	7.819629432	8.263121647	8.144616159	7.989850458	7.591957636	7.497273683	7.675579224	7.822408718	7.887562305	7.728135706	8.067106921	7.850410561	8.408703372	8.175371171	7.912704595	7.690743187	8.104320657	7.81583195	7.924496607	7.206925768	8.242529656	7.716197244	8.165356375	7.601146557	7.9146297	6.786310373	7.828826224	7.856553582	7.900438535	8.173086613	8.286576348	7.530930864	8.224772425	7.819618848	7.870871824	7.699835828	7.963305585	8.037474767	7.766790109	8.101953195	7.870888955	8.130943424	8.115757597
1953	4.79129384	4.712306274	5.151606392	4.901585377	5.429140023	4.671529061	4.465368777	5.074929261	4.897872167	4.808626563	4.805096338	4.861065733	4.838270668	4.975285615	5.207377365	5.238304856	4.816872147	4.779377666	4.542843179	4.773021083	4.842902254	4.576525855	4.674970582	4.944396406	4.904719163	4.668182952	4.820827611	5.035957966	4.767105831	4.862061395	4.734457792	4.7602586	4.974996384	4.940776119	5.065293682	4.827176296	4.835061992	4.801710761	4.641246099	4.693060767	4.859800332	4.92411445	4.951691494	4.990549763	5.324919769	5.272928498	5.399143045	6.165384871	5.794908645	6.033934271	6.354488885	5.621510334	6.367447658	5.825222276	6.28907963	6.054583949	6.28321411	6.089499206	6.35115574	6.03713538	5.999818202	6.080138583	6.832882302	5.840608694	5.72277759	5.594173418	6.048570023	6.193432482	6.250726304	5.990920302	5.668921634	6.60672736	6.434630505	6.035981923	6.043234883	5.691959655	6.218970314	6.167360076	5.797261768	6.750329998	6.600407417	6.450961606	7.443093252	6.293523741	6.127595376	6.231294904	5.947713592	5.900360158	6.249684471	6.242778064	6.391164915	6.622816972	6.357353402
1954	4.164258092	4.165894527	4.403057116	4.349693909	4.583936786	4.073155817	3.959960344	4.054645028	4.213970323	4.131358276	4.138104337	4.07337213	4.257363157	4.156398935	3.991812753	4.125596507	4.121243325	4.105310669	3.98828324	3.973678951	3.911843352	4.071251498	3.988711107	4.03501953	4.139247606	4.094468262	4.253866345	4.003459613	3.986512767	4.125298226	4.116088968	3.98329905	4.071388095	4.102838334	4.071251498	4.083495284	3.978229194	4.252819637	3.898830606	4.184530147	4.066890147	4.097202718	4.160140118	4.044634594	4.558557076	4.354063432	4.225357664	4.775504126	4.922707596	4.631943237	4.768760659	4.451011321	5.03395536	4.950332634	4.859483531	5.114629852	4.960161096	4.627457547	4.975688355	4.701427864	4.751641462	5.032964125	4.899491569	4.552851427	4.45207419	4.466769607	4.587578125	4.858936675	4.649539756	4.888890407	4.425453446	4.840027027	4.755817766	4.56247426	4.523992842	4.696801855	4.619095391	4.873437264	4.837802478	4.817092428	5.246233875	4.643384032	4.767464165	4.6622405	4.80148553	4.654913913	4.789823526	4.880083701	4.638557049	4.798529174	4.606989781	4.691615422	4.84412216
1955	5.446171695	5.801119838	5.701184152	5.815709936	5.409663072	5.659864019	5.615557849	5.41520553	5.473387499	5.432454572	5.541841465	5.6048541	5.713117257	5.534701283	5.689832928	5.525139248	5.670241628	5.72939427	5.614497515	5.550791316	5.538406198	5.632672379	5.607563514	5.62901846	5.585292017	5.688314424	5.444554425	5.649763452	5.739021736	5.380346757	5.519501379	5.484632956	5.59599659	5.521952387	5.649608921	5.398164012	5.648486301	5.678461258	5.499297909	5.502863311	5.309901881	5.667778352	5.629729156	5.590140048	5.463810333	5.672574252	5.522131377	8.349431292	8.423744678	8.967876047	8.284230424	8.859761294	8.227688087	7.804571076	8.349813738	8.208403593	8.185924309	8.059133364	8.190137862	8.128659549	8.192943221	8.082423083	8.109753998	8.818073225	8.513199112	8.418371348	8.434586532	8.278807603	8.366552692	7.557216039	8.191701359	7.992538373	8.247487534	8.074933125	8.285923908	7.503305567	8.200456722	8.2853833	8.16314775	8.524294882	8.527697261	8.588568673	8.609285122	8.614680123	8.582215534	8.420619423	8.744112873	8.369025227	8.349576796	8.792916896	8.630210249	8.484210344	8.787561662
1956	6.662735801	6.610542444	6.359571744	6.540001359	6.397743883	6.723385444	6.339267605	6.646479403	6.358404494	6.593036665	6.372511015	6.660551714	6.646873913	6.537156912	6.518364099	6.705011759	6.454328328	6.391827951	6.412292794	6.300827377	6.451050959	6.384223893	6.318432921	6.540041206	6.590023449	6.493310166	6.517112209	6.714531722	6.508294088	6.645248557	6.880621486	6.496659627	6.526559007	6.516349515	6.57944732	6.425784183	6.381502086	6.542704142	6.505080954	6.521220201	6.644358823	6.676002453	6.666924639	6.536784522	6.590684541	6.59999532	6.565728138	6.478438922	6.693879905	6.940096172	6.604872538	6.389753657	6.428718198	6.501086336	6.466866569	6.585675816	6.647280872	6.489644242	6.593395791	6.642721724	6.478834893	6.640013034	6.602055142	7.104034002	6.821581846	6.992611367	6.780440125	6.649918461	6.758187565	6.75369433	6.630259485	6.82818835	6.539138095	6.58620309	6.666876483	6.548044461	6.340763912	6.61854163	6.56985223	6.981213782	6.789587791	7.050997661	6.588086739	6.651329029	6.755619336	6.896342398	6.865856748	6.859063782	6.876120612	6.830656733	6.800322705	7.062029194	6.871181826
1958	5.737078185	5.645154697	5.76190387	5.966362344	5.97783471	6.142145367	6.32350859	5.799362741	6.458817015	6.107885062	6.605691431	7.405154879	6.189398406	6.436957044	6.683927856	6.066059237	6.068289043	6.604936636	6.002740585	8.408129647	6.569058814	6.604957495	6.466501052	5.790901186	5.821750233	6.559324765	5.830650231	5.808151939	8.942400328	6.930486629	5.822911091	6.013857571	7.623330406	7.48971632	9.727740177	9.288010586	8.228699086	9.529780361	8.782054955	8.957080004	7.498891122	6.74520144	6.691841042	7.642143651	7.127421053	6.605757325	6.750262778	7.403091775	8.033296839	7.727095649	7.582482613	8.926404498	8.00391591	8.352312967	7.800526235	8.159828779	7.843180983	8.673664244	9.212991753	7.531594665	8.155189744	8.35091259	7.300563641	8.407502032	7.675073635	8.44762289	7.979854932	7.504246669	8.414756394	8.437305394	8.145732685	6.72498776	8.106713874	8.417586748	7.432040234	10.93865535	8.168694076	7.350285732	8.112286758	10.07725621	9.690297954	11.70505042	11.18381181	9.968523019	9.598892714	8.924656212	9.659637991	7.76827454	7.083755807	9.435008602	7.350661761	7.644122015	7.59386563
1959	3.643300554	3.511804129	3.60889314	3.86163539	3.488603364	3.601952785	3.803859123	3.630564631	3.80027554	3.558485699	3.795436927	3.737436753	3.69077299	3.472792457	3.573522721	3.51269629	3.529450732	3.64586373	3.602740082	4.671513001	3.996750209	3.968651076	3.581881133	3.478006697	3.66064216	3.782108722	3.736894567	3.551121383	5.425018282	4.305120044	3.519801551	4.043250063	4.119412507	4.294047456	6.556721274	5.891408653	4.815116668	7.244752174	5.147888059	5.000565427	3.623473856	3.796233382	3.748410137	3.881630445	3.638261873	3.650537338	3.889089923	5.400639482	7.298448002	4.767843007	5.709071668	9.217909114	5.9037543	7.024568931	8.278625416	6.094193535	6.338604312	7.137141737	5.762087372	5.412774521	5.50492554	5.179713867	4.486551719	6.553623049	5.228597798	7.801002267	5.250533928	5.679025106	7.658770728	5.752534436	7.297914066	5.808285156	6.145061641	7.399076009	5.566945692	7.776210347	7.030026719	5.610383993	5.486274484	7.349227769	6.937730428	9.874685336	9.61959275	7.112983821	7.280284025	5.317299727	7.119070405	4.5867581	4.286458332	6.130999645	4.500866932	4.406396093	4.934972946
196	5.752557811	5.731843756	5.678577676	5.945210885	5.687030472	5.600040577	6.399481453	5.918337855	6.033743989	5.90544347	5.728590041	5.790630571	6.28959301	6.047788299	5.871531552	5.97301383	6.239694685	6.293313412	5.864314197	6.318122406	5.944003434	6.295124249	5.978799323	5.835084711	5.901186381	6.324082188	6.013070202	5.950475741	5.95495416	5.938487342	5.870094792	6.015102491	5.537725064	5.781962181	5.9485168	5.38846033	5.791439983	5.945645839	6.116237806	5.753825944	6.200986636	6.066577279	5.981962609	5.828087605	5.815725216	4.875956381	5.892406778	7.144570443	7.470988015	7.104865386	7.042335707	8.240961018	6.907628109	7.658424848	7.286436253	7.099817774	6.988233275	7.30894625	7.026409256	7.059524462	7.016487621	7.038491284	7.078758125	8.08630109	7.117174177	7.411324606	7.013506728	6.978637959	7.373165039	7.039789646	7.458311332	6.768680376	7.22802094	7.183347411	6.94668111	7.065340288	7.352525576	6.980159287	7.597770914	6.955817137	6.817915999	6.919881836	6.679134185	6.708147655	6.628540386	6.709413658	6.702558768	6.8018788	6.837297369	6.796500327	6.927962028	6.433056798	6.764655588
1960	3.940918459	3.995128914	3.806483202	3.898832193	3.912901763	3.881895448	4.017371431	3.860334738	3.95905798	3.96863228	4.008023042	3.91305165	4.007191648	3.902814523	3.936183169	3.827071116	3.856653157	4.068626858	3.975379933	3.976681851	4.067050992	4.055512	3.737830534	3.958619112	3.890492266	3.847092844	4.104321124	4.000415736	4.304723777	4.181707457	3.835120303	3.819704904	4.76029154	4.341210126	4.195557152	4.709822977	4.431392659	4.678383513	4.834125074	5.650348361	3.93107833	3.944695697	4.02556291	4.257161082	4.233353321	3.904701923	4.027730597	5.568186214	6.48531989	5.554304247	5.589349122	6.790096805	5.535606164	6.020756213	5.870314007	5.894210241	5.696831417	6.168109327	5.434138581	5.028432715	5.398520975	6.178937832	5.813597627	5.59730308	5.307566255	6.353714256	5.359316462	5.194069231	6.902255854	5.328351163	5.795028443	5.151159786	6.107097161	6.705374638	5.422218533	6.523036779	6.344774627	5.390589952	5.067734605	10.22830082	6.447702976	8.713922576	10.03663758	8.836268623	6.795576672	5.956606399	6.842214196	5.353381984	4.906479337	6.635976985	5.215416924	5.392587921	5.371073082
1961	3.910673791	4.05228365	4.026844343	4.084940568	4.015565993	4.117006043	3.821889664	3.952157057	3.878452394	4.10308288	4.092481056	3.969044077	4.093376387	3.859739013	4.127470249	4.402607421	3.859646269	3.926930248	3.880292441	3.907809313	3.891818845	3.867452758	4.113273611	4.099979163	3.92341023	3.863887715	4.09096369	3.984000628	3.887063697	3.985357601	4.104494946	3.791391983	4.102382879	4.211065106	4.256533303	4.077857716	4.059518784	4.275185397	3.999208203	4.136814312	4.121118999	4.071409442	4.056604912	4.10952684	4.578736775	4.230986469	4.824810414	4.492304774	4.488153929	4.757635932	4.574333715	4.477861848	4.531205335	4.37202376	4.63276747	4.589238202	4.552412252	4.656444765	4.430222303	4.658367028	4.564616732	4.686916833	4.596308993	4.925457358	4.584031608	4.626261498	4.448936758	4.558264436	4.734576151	5.3114536	4.575810333	4.642542869	4.606861312	4.63624203	4.650031118	4.651148773	4.503247934	4.603443847	4.557590498	4.902115387	4.704206755	5.6222471	5.314962892	5.086939772	4.81319713	4.689373032	4.687755034	4.602240873	4.761406859	4.51324887	4.655839242	4.882503727	4.863427629
1962	8.619931035	8.959005594	8.673548601	8.203139389	8.307823794	8.546508908	7.319335754	8.489567147	8.197162741	8.441974102	7.7316725	8.772091593	8.422231228	8.426211973	8.159280681	8.468133411	8.362614702	7.835321933	8.731257522	8.154863123	7.565740873	8.334786015	8.034546779	8.720840715	8.15597219	7.999988106	8.214019066	7.604107453	8.203466223	8.386381981	8.416235259	7.875756409	8.597246823	8.430249393	6.892691935	8.650539049	8.596103051	8.296102803	8.693933666	8.458211452	7.641213951	8.442387598	8.239902446	8.710060209	8.212084821	8.162142757	8.157146654	6.614241791	7.668675571	7.206680322	7.033677101	7.048825946	6.756422464	5.939398743	5.463211473	5.968352851	7.12578908	5.853923711	7.506564841	6.817605827	6.733787111	7.080800377	6.712898073	7.526334191	7.301936576	8.143818753	5.979043861	6.384856739	6.15122451	8.002979305	6.308194398	6.615567486	5.978296084	6.565887722	7.304591791	6.782096849	6.790450274	7.345471048	6.019682734	7.900758623	6.814787394	5.61708252	6.73605454	7.403297745	7.262876135	7.084019379	7.836724482	6.988727375	7.703314226	6.882381438	7.212691708	6.655536516	6.781415241
1964	7.632779426	7.754856203	7.155379975	6.922246328	7.294633419	7.88194018	7.328090196	7.697439115	7.462350638	7.084136386	7.440003146	7.627869062	7.390969163	7.439407144	7.543732875	7.413520313	7.5983711	7.666029771	7.945039341	7.572645291	7.474736368	7.946571179	7.626078886	7.270250389	7.301615671	7.410995759	7.457684614	6.958430986	7.45292805	7.776746857	7.120526215	7.362358358	7.089790769	7.303029942	6.451994027	7.604545359	7.576578741	7.610771607	8.012358592	7.746277804	6.96526641	7.438278804	7.372116574	7.869437465	6.989399949	6.577849475	6.906609996	8.997747628	8.933284677	9.474843634	8.811321559	9.95408781	9.337520421	9.317810724	9.423140917	9.203933909	8.721046152	9.100240241	9.66844066	9.422839025	8.978858705	9.521843056	9.524042161	9.81487155	9.657953916	9.646935853	9.699285208	9.536205134	9.705246588	9.408496458	9.560168445	9.468269565	9.426465376	9.107692381	8.784374937	9.177250442	9.421371455	8.869620128	9.079117996	8.765269163	9.073184213	8.58712958	8.757196403	9.261370941	9.149906315	9.126420364	9.435606416	8.543255617	9.02556919	9.115295958	9.151954698	8.907454994	9.363666666
196403	4.596895692	4.702935952	4.915782344	4.887203997	4.724742179	4.69883461	4.537881902	4.720812511	4.513532006	4.787021743	4.76178547	4.71309867	4.685934033	4.728600063	4.728324695	4.901123622	4.689273721	4.731833762	4.506520604	4.593664892	4.599802921	4.552623501	4.792199761	4.738563816	4.7605013	4.599740302	4.77218472	4.78973035	4.745404377	4.683404228	4.810983388	4.518931301	4.740068115	4.81574626	5.0505215	4.747083921	4.719771136	4.87326105	4.68302146	4.7767397	4.709631252	4.718645967	4.761241666	4.824107236	5.016291968	5.241782267	5.01962082	5.028056305	4.907611901	5.091488624	5.092993612	4.967653073	5.064064103	4.827496805	5.06186525	5.089930901	5.145459354	5.131111201	5.040120063	5.26044271	5.058710546	5.145546975	5.206968543	5.135262809	4.957020991	5.030621868	4.987340732	4.964951907	5.228449302	5.180792336	5.043976381	5.018990473	5.09759813	4.99404705	5.101301769	5.027677041	4.864670525	5.091425589	5.051666807	5.094632381	5.229028706	5.131907023	5.375757453	5.19052625	5.03663862	5.114103435	4.971424607	5.080190205	5.047965866	4.95683992	5.058204905	5.23359133	5.144926571
196441	6.606168132	6.176464022	6.412329929	5.637839222	6.130017069	6.279592096	6.295310606	6.533401934	6.475122671	6.186535499	6.217120846	6.195557873	6.452430104	6.162958429	6.319107722	6.58408746	6.377723078	6.185452926	6.488227885	6.543783024	6.411196682	6.561587356	7.146784538	6.397385892	6.362198547	6.170957058	6.130966949	6.351773683	6.407705047	6.84177385	6.364589069	6.481575489	6.163233726	6.267811767	5.887985716	6.282350361	6.376492941	6.33762073	6.244454052	6.387709201	5.936419533	6.320957906	6.337072316	6.100596227	6.066503957	6.013063491	5.881958328	8.229768681	7.979236805	8.362563226	8.41914047	8.061055065	7.943696232	7.768121632	8.092279598	8.069742307	7.717290237	8.274818817	8.26707927	7.949999888	7.878063712	7.857064041	8.291006125	7.304878938	8.01187838	7.964208889	7.974256465	8.402609701	8.119721654	8.32006639	7.651969796	8.007000967	7.950426708	8.040916443	8.108959423	8.118271818	8.400085335	8.119539116	8.044611603	8.06242012	8.296557211	7.6253094	7.562480887	7.845947485	8.276864348	7.534463317	8.100157583	7.994722088	8.246470148	8.29162571	8.05840129	8.405288112	8.255218805
1965	7.698881859	7.796871657	7.779189668	7.672958473	7.63308966	7.585792082	7.921879795	7.479468888	7.739996946	7.695779743	7.78523798	7.758318842	7.630341152	7.704952515	7.732266086	7.483733271	7.725898623	7.665131005	7.841101484	7.858353892	7.841994126	7.924418091	7.829875341	7.648890565	7.62518189	7.780596943	7.760007314	7.825515787	7.797660854	7.816903394	7.674322373	7.873435468	7.907990742	7.799215604	7.900992825	7.765410489	7.826230488	7.714174618	7.944789449	7.690958964	7.63100994	7.960521546	7.882184572	7.823235256	7.773001265	7.511862314	7.763476621	8.337949886	8.417482686	7.941349106	8.167390881	8.160001603	8.075628918	8.159262856	8.342278657	8.437027272	8.256528954	8.207175055	8.173669817	8.273317854	8.167390881	8.235678552	7.880728644	8.070835371	8.055518294	8.156319697	8.062998627	7.922076372	8.217080899	8.054770419	8.328185955	8.154334956	8.538228609	8.323079534	8.110720748	7.988055253	8.311706516	8.407250496	8.272636556	8.077284273	7.922201749	8.180152006	7.888394327	8.127053232	8.080771101	8.061484958	8.179590843	8.056157795	8.000999375	8.170039747	8.29542009	7.813587566	8.105134814
