feature_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	Gene Symbol	gene	score
92579	-0.513668972866072	8.41621141928261	-7.75963226048751	6.50215708484904e-10	7.82079454165643e-08	12.5313587498029	G6PC3	G6PC3	3.6505165225388665
57826	0.695504733732142	7.63202122013043	6.17706260510125	1.54390493195482e-07	5.73779029479552e-06	7.19614049448041	RAP2C	RAP2C	3.6453178916207376
3164	-0.928388928504464	7.71388276143478	-5.05445465952612	7.24833749858621e-06	0.0001186163312013	3.45954843521447	NR4A1	NR4A1	3.644720792998307
8853	0.71738389775	8.8722372375	6.03333372742187	2.53956011103251e-07	8.41482892988953e-06	6.71166121963922	ASAP2	ASAP2	3.6406907897829472
64849	-1.32469423635714	8.61313525656522	-3.97414620494358	0.0002458721977703	0.0018165545422492	0.0764813004385054	SLC13A3	SLC13A3	3.630657791992063
10287	0.737296852852679	7.85962091793478	5.90004387649042	4.02596942013974e-07	1.19271823116849e-05	6.26337533023905	RGS19	RGS19	3.6300531426814593
51499	0.512892694861607	9.26692912352174	7.72941527667176	7.21065941983414e-10	8.4602608784559e-08	12.4304261413951	TRIAP1	TRIAP1	3.6274932055995897
1188	-0.946907089120535	6.72542511317391	-4.95740331608285	1.00451679513285e-05	0.0001531347023049	3.14425012770367	CLCNKB	CLCNKB	3.6123808350206215
2166	-0.635205944084821	6.20322551104348	-6.55524944218033	4.15884164162445e-08	2.06180568161145e-06	8.47419250312635	FAAH	FAAH	3.611623637193719
883	-0.715355162446428	8.85751212619565	-6.00611907411821	2.79026584466176e-07	8.99767227334898e-06	6.62004465721935	CCBL1	CCBL1	3.6095890314970425
51400	-0.563235634209822	9.05497799906522	-7.17785231299873	4.810384102834681e-09	3.99029655095831e-07	10.5783129004438	PPME1	PPME1	3.6041419098065983
95	-1.19564190286161	9.91044198569565	-4.22583155708547	0.0001109222874623	0.0009959914593684	0.835502748153835	ACY1	ACY1	3.5890113691479253
5720	0.508685969241072	12.176281808913	7.69596788361173	8.08587003943101e-10	9.08942475086694e-08	12.31862891029	PSME1	PSME1	3.5818937369659687
55843	1.00009797200446	7.20722129506522	4.74840596450643	2.01755555177546e-05	0.0002646364032361	2.47154397305302	ARHGAP15	ARHGAP15	3.577700894923117
79608	-0.678311960205357	6.18707792993478	-6.19307213564531	1.46058822712891e-07	5.50719598617761e-06	7.2501621731143	RIC3	RIC3	3.5672897196140094
4627	-0.630490913089286	9.6412420398913	-6.50161596048875	5.00947670675892e-08	2.32262446021094e-06	8.29277967435052	MYH9	MYH9	3.5521990475519956
10158	-1.0281170901875	11.9719778411739	-4.63858254202364	2.90109483598289e-05	0.0003535397030111	2.12186668157704	PDZK1IP1	PDZK1IP1	3.5486096818626813
51665	-0.463496040165178	5.73139552613043	-8.21096750322898	1.39882938228746e-10	2.21383155396758e-08	14.030514224822	ASB1	ASB1	3.5479951783597024
240	0.794544751674106	6.20385738513043	5.52082426171448	1.48452157841713e-06	3.44707056857167e-05	4.99556494738347	ALOX5	ALOX5	3.545695543019758
10231	0.830440637508928	9.79669855971739	5.35057378950799	2.65626564040271e-06	5.42304832450114e-05	4.43128472339152	RCAN2	RCAN2	3.542457568553712
9960	0.622949255959821	8.84356952071739	6.55062096961157	4.22617003565604e-08	2.06570954523415e-06	8.45853601532227	USP3	USP3	3.5414233769663377
28968	-0.729837706830357	6.73693351378261	-5.82948750131592	5.13614400320793e-07	1.41044612033299e-05	6.02655656836894	SLC6A16	SLC6A16	3.5401825282780988
7298	1.06730434972768	7.77623429854348	4.51049210750309	4.41736957815548e-05	0.0004956354597579	1.71771422010713	TYMS	TYMS	3.527267577650471
3162	1.1425948975	9.01426955784783	4.30159445904273	8.69875301297105e-05	0.000822551896541	1.06800059880216	HMOX1	HMOX1	3.524718663848609
9616	0.631770753299107	8.82946749130435	6.44831589118559	6.02708918734464e-08	2.66521429210961e-06	8.1125251655845	RNF7	RNF7	3.5216594091161073
3601	0.730298622830357	7.96802896843478	5.80468600487574	5.59480824927711e-07	1.50938288222003e-05	5.94340028980188	IL15RA	IL15RA	3.520916143680025
3122	0.908622774357142	11.6534121338913	4.99476332437592	8.86090243221432e-06	0.0001393188685682	3.26541941805418	HLA-DRA	HLA-DRA	3.503640387280667
3101	0.912752794794642	7.20922682958696	4.97965835540383	9.32214821780192e-06	0.0001456192191736	3.21639810459852	HK3	HK3	3.502032856428507
116138	-0.822555783366071	8.50786668456522	-5.34162753406584	2.73849822493899e-06	5.53590868059936e-05	4.40173575146319	KLHDC3	KLHDC3	3.5014645746396833
55337	0.700520552870535	8.55900469426087	5.95805312261161	3.29476673111316e-07	1.01354102920279e-05	6.4583389138653	C19orf66	C19orf66	3.498510789773077
3620	1.41145920570536	8.05059684919565	3.71722306743323	0.0005429716162818	0.0033629570549113	-0.674766587406674	IDO1	IDO1	3.490931959194501
23371	-0.713098878433035	9.09506155321739	-5.86140319930503	4.60054916147861e-07	1.30508031401568e-05	6.13363499961839	TENC1	TENC1	3.4830336068928283
10579	-0.826625416999999	8.99574952515217	-5.30206720305603	3.13340187457546e-06	6.13820158752338e-05	4.27120222903636	TACC2	TACC2	3.481712243085621
51465	0.711077209040179	8.21492777921739	5.8530927145041	4.73441063327662e-07	1.31663562674551e-05	6.10574567761496	UBE2J1	UBE2J1	3.4704367780293657
55819	0.57345828399107	9.58977642447826	6.87222046861954	1.38530926786606e-08	9.05570645320268e-07	9.54628229878704	RNF130	RNF130	3.465452947150234
3728	-0.688455366249999	8.62077662232609	-5.94947998671861	3.39385844232485e-07	1.03345137580464e-05	6.42951163758616	JUP	JUP	3.4324387711862485
5806	1.40507565388839	5.40060017678261	3.6874412164043	0.000594330865947	0.0036104099270764	-0.760159044421845	PTX3	PTX3	3.4318178772818566
3015	0.519330677589286	11.3676881341304	7.34258033455977	2.7243474908656704e-09	2.48245845607063e-07	11.1331555701196	H2AFZ	H2AFZ	3.4302404120476226
1513	0.800671518647321	8.9273535781087	5.36257725957168	2.54976146538603e-06	5.25146077151766e-05	4.47094846141053	CTSK	CTSK	3.4266498111831534
6882	0.675691910450892	9.07174501104348	6.00840576306226	2.76828378169916e-07	8.9581193083902e-06	6.62774105158848	TAF11	TAF11	3.410746245379878
2615	0.717606765035713	9.81278297932609	5.74665105333716	6.8335071522674e-07	1.78082966611309e-05	5.74901038172566	LRRC32	LRRC32	3.4081855085402486
8638	1.06057757224107	7.27185730880435	4.42002160696421	5.93166887123699e-05	0.0006150526998555	1.43483433229751	OASL	OASL	3.4056075661162124
4689	0.969718765607142	6.36050808202174	4.68120973499179	2.52035301745252e-05	0.0003141430683307	2.25725835698232	NCF4	NCF4	3.396801214904956
4128	-0.97239004353125	8.84756147782609	-4.65199544927253	2.77557894090476e-05	0.0003406598316449	2.16442190341505	MAOA	MAOA	3.371936604306614
2168	-1.23088547766071	6.80639270191304	-3.97175167351365	0.0002477188977685	0.0018269671260368	0.0693647279298348	FABP1	FABP1	3.370495874868414
5518	-0.809964638263394	9.45546165495652	-5.24654842060144	3.78428120573486e-06	7.12321351214067e-05	4.0883874883521	PPP2R1A	PPP2R1A	3.359185814086588
8470	0.710931619433035	6.92329708884783	5.72405570547222	7.38642542803916e-07	1.8902962776267e-05	5.67340368957372	SORBS2	SORBS2	3.3580642623789885
6282	0.688066466486606	9.70759217956522	5.84109902947669	4.93446051973002e-07	1.36440669267386e-05	6.06550486033193	S100A11	S100A11	3.3474820005562482
2995	0.760254437982142	9.08916826865217	5.46805364669109	1.77846414186966e-06	3.96871367317409e-05	4.82028149509637	GYPC	GYPC	3.346146047427609
29015	0.694912893955357	7.88892997521739	5.79343157824436	5.81616493919111e-07	1.5580586166724e-05	5.90568163417491	SLC43A3	SLC43A3	3.340735509200892
5199	0.876069092705357	6.96997793419565	4.95507785493936	1.01238343706824e-05	0.0001537493431951	3.13671670113852	CFP	CFP	3.340615039585481
8905	0.729902006691964	8.88049185991304	5.60371813446715	1.1171623942872e-06	2.725604316123e-05	5.27153526491025	AP1S2	AP1S2	3.331664855852032
6304	0.622710334647321	7.84390242958696	6.25842879519261	1.16450953816772e-07	4.57735971407886e-06	7.47079703661107	SATB1	SATB1	3.3248901933748565
64061	-0.589998843598215	7.92904924763043	-6.48408138010062	5.32371575196033e-08	2.4072801903977e-06	8.23347580569493	TSPYL2	TSPYL2	3.314892783992751
54809	0.8322508210625	5.69172724541304	5.09459777921647	6.33050314989843e-06	0.0001069428256839	3.59045754940377	SAMD9	SAMD9	3.3047417954330647
10460	0.636579653683035	5.86902260623913	6.13387583876309	1.79306575316122e-07	6.43790891911138e-06	7.05046616031005	TACC3	TACC3	3.3046474194617206
2589	0.631141731915178	8.56542696628261	6.16852166368198	1.59027615640222e-07	5.83165902719694e-06	7.16732461698664	GALNT1	GALNT1	3.3035270245839445
4061	1.02374867696428	10.2040845964565	4.4331604363805	5.68378143669705e-05	0.0005944741140921	1.47577814323762	LY6E	LY6E	3.302477126184564
115290	-0.982787267486606	8.97942347952174	-4.55466088283702	3.82271953062102e-05	0.0004384321948373	1.85660772429755	FBXO17	FBXO17	3.300295527260175
51067	0.552069805638393	7.59050205158696	6.81147291787636	1.70998485117745e-08	1.06568382331411e-06	9.34088614664806	YARS2	YARS2	3.2971660430983465
8869	0.729094645031249	7.16141508030435	5.56670944805135	1.26844971030496e-06	3.04529203903154e-05	5.14823439345518	ST3GAL5	ST3GAL5	3.2928619495934823
83442	0.785118969763392	9.19713116973913	5.28415508330729	3.3302673145616e-06	6.45839881763816e-05	4.21217162139336	SH3BGRL3	SH3BGRL3	3.289550453379528
1890	1.13425526778571	7.91904924552174	4.12131684160812	0.0001547153231617	0.0012728562975307	0.517736319719627	TYMP	TYMP	3.283919244627481
1466	0.836756093053572	8.64544996373913	5.04285860128063	7.53710585049572e-06	0.000122508525905	3.42178545020243	CSRP2	CSRP2	3.2732506715987784
5091	-1.10224896000446	9.19843598306522	-4.19000177134601	0.0001243681619991	0.0010808527836165	0.726170392472435	PC	PC	3.2695277404946825
93349	0.7435949714375	7.2458717908913	5.45581735791834	1.85447509342267e-06	4.10029897494263e-05	4.77968426013051	SP140L	SP140L	3.2622883146534667
1645	-0.953026157678571	7.17737736904348	-4.60486845358194	3.24169134813686e-05	0.0003849068463513	2.01509403684216	AKR1C1	AKR1C1	3.254245398086331
53407	0.514921694723214	10.1532641385435	7.10455538493769	6.197480878023331e-09	4.82643203439654e-07	10.3310734937165	STX18	STX18	3.252437904251399
27077	-0.679862849196429	7.69406027156522	-5.76648060699684	6.38228984669796e-07	1.68346890956322e-05	5.81539863504711	B9D1	B9D1	3.2455258020483146
10252	0.906139658611607	9.02853379223913	4.74963064389809	2.00937386169437e-05	0.0002641393312399	2.47545891170681	SPRY1	SPRY1	3.24231895683586
8530	0.750063696334821	7.0914355355	5.37954701829826	2.40637231463215e-06	5.04248191644521e-05	4.52705533525152	CST7	CST7	3.223290463752137
54101	-0.85689589809375	7.76740289867391	-4.90691621969873	1.1896581591379e-05	0.0001738664439624	2.98093009622456	RIPK4	RIPK4	3.2217436829307875
8559	0.629763530455357	7.77175361386957	6.06200169121817	2.29971313700495e-07	7.70499989189289e-06	6.80821409928598	PRPF18	PRPF18	3.2201241161684075
3306	-1.03836777546428	9.5284783308913	-4.31503500348599	8.33033050633343e-05	0.0007964802490475	1.1094278729421	HSPA2	HSPA2	3.2177200106656367
9917	-0.689940131308036	8.6868326705	-5.67517024297319	8.73949268787765e-07	2.18541825467344e-05	5.50998384770081	FAM20B	FAM20B	3.215442133219566
375035	0.539679632665178	7.1851843376087	6.79393793576939	1.81716607940693e-08	1.12086531297982e-06	9.28158752045096	SFT2D2	SFT2D2	3.21133481940668
11001	-1.31716152664286	8.31555964673913	-3.68304277163399	0.0006023009713886	0.0036504537457704	-0.772739326516706	SLC27A2	SLC27A2	3.2107829445509344
11177	0.683438232397321	5.37074004317391	5.70232377366754	7.96010595925511e-07	2.01143181676304e-05	5.60072877038983	BAZ1A	BAZ1A	3.2097640256362947
1804	-1.09804226984821	9.99725751721739	-4.14667242653508	0.000142756299836	0.0011940700795746	0.594502150282973	DPP6	DPP6	3.209544815384724
7430	-0.875534593499999	9.07722490119565	-4.81614068240333	1.61078318413478e-05	0.0002206662885965	2.68856608388486	EZR	EZR	3.20118562316474
23649	-1.02563117730804	8.49948186908696	-4.33429932090563	7.82868564617827e-05	0.0007606092968677	1.16889887589739	POLA2	POLA2	3.1987778698151983
6850	0.846264900415178	6.9437879876087	4.91258918642637	1.16728388506709e-05	0.0001712206167022	2.9992566587861	SYK	SYK	3.1874093083772346
23428	-0.667511437285714	9.49073258982609	-5.76581976388276	6.39683872466729e-07	1.68361435843103e-05	5.81318563323686	SLC7A8	SLC7A8	3.1865376493752686
26353	-0.881915346897321	10.5346570381522	-4.77458204668572	1.84960563957797e-05	0.0002480162389391	2.55529355155595	HSPB8	HSPB8	3.179763318077861
7262	1.11224138634821	6.16376483354348	4.07495264396893	0.0001791481256817	0.0014232454793265	0.377919895340111	PHLDA2	PHLDA2	3.1662400073004466
